FeatureID,CarID,FeatureName,FeatureValue
7724,1284,Backup Camera,No
7725,217,Power Windows,Yes
7726,1565,Backup Camera,Yes
7727,475,Air Conditioning,Yes
7728,213,Bluetooth,No
7729,432,Air Conditioning,Yes
7730,642,Cruise Control,No
7731,1864,Power Windows,No
7732,523,Bluetooth,Yes
7733,1839,Backup Camera,Yes
7734,286,Bluetooth,Yes
7735,1561,Backup Camera,Yes
7736,1497,Backup Camera,Yes
7737,984,Bluetooth,Yes
7738,1280,Power Windows,No
7739,89,Bluetooth,No
7740,136,ABS,No
7741,1820,Air Conditioning,Yes
7742,263,Backup Camera,Yes
7743,271,Bluetooth,Yes
7744,805,Air Conditioning,No
7745,125,Air Conditioning,Yes
7746,1235,ABS,Yes
7747,1184,Air Conditioning,Yes
7748,1288,ABS,Yes
7749,336,Backup Camera,Yes
7750,1383,Power Windows,Yes
7751,1333,ABS,No
7752,1804,Backup Camera,Yes
7753,998,Backup Camera,Yes
7754,1733,Backup Camera,Yes
7755,936,ABS,No
7756,1897,Backup Camera,Yes
7757,1373,Power Windows,Yes
7758,1337,Air Conditioning,No
7759,1520,Backup Camera,No
7760,1724,Bluetooth,Yes
7761,287,Bluetooth,No
7762,962,Cruise Control,Yes
7763,1536,Air Conditioning,No
7764,626,ABS,Yes
7765,440,Cruise Control,No
7766,910,Air Conditioning,Yes
7767,1248,Air Conditioning,Yes
7768,143,Bluetooth,No
7769,1305,Power Windows,Yes
7770,357,Cruise Control,No
7771,467,Air Conditioning,Yes
7772,883,Cruise Control,Yes
7773,1669,Air Conditioning,No
7774,106,ABS,No
7775,1133,ABS,No
7776,574,Cruise Control,No
7777,1995,ABS,Yes
7778,1340,Bluetooth,No
7779,316,Backup Camera,Yes
7780,1820,Power Windows,Yes
7781,433,Bluetooth,No
7782,1384,Bluetooth,Yes
7783,453,Power Windows,Yes
7784,525,Bluetooth,No
7785,508,ABS,No
7786,833,Power Windows,No
7787,173,ABS,No
7788,1499,Bluetooth,Yes
7789,1943,Power Windows,Yes
7790,323,Bluetooth,Yes
7791,1536,ABS,No
7792,275,Backup Camera,Yes
7793,539,Power Windows,Yes
7794,382,Bluetooth,Yes
7795,1836,Power Windows,Yes
7796,1160,Air Conditioning,No
7797,1994,Bluetooth,Yes
7798,766,Backup Camera,Yes
7799,1093,Cruise Control,No
7800,1409,ABS,No
7801,1564,Power Windows,No
7802,1995,Bluetooth,Yes
7803,387,Power Windows,Yes
7804,587,ABS,Yes
7805,1129,Backup Camera,Yes
7806,1575,Bluetooth,No
7807,943,Bluetooth,No
7808,619,Bluetooth,No
7809,1567,Air Conditioning,No
7810,1257,ABS,Yes
7811,1289,Backup Camera,Yes
7812,1701,Backup Camera,No
7813,1544,Bluetooth,No
7814,621,Air Conditioning,No
7815,652,Bluetooth,No
7816,1041,Bluetooth,No
7817,805,Cruise Control,No
7818,176,Power Windows,No
7819,675,ABS,No
7820,1239,ABS,No
7821,1442,Bluetooth,No
7822,786,Air Conditioning,Yes
7823,478,ABS,No
7824,1565,Power Windows,No
7825,1942,Air Conditioning,Yes
7826,1569,ABS,No
7827,1357,ABS,No
7828,1547,ABS,No
7829,313,Bluetooth,No
7830,253,Air Conditioning,Yes
7831,1132,Power Windows,No
7832,1202,ABS,No
7833,994,Bluetooth,No
7834,1046,Backup Camera,Yes
7835,1168,Bluetooth,Yes
7836,668,Backup Camera,No
7837,1759,Bluetooth,Yes
7838,1321,Backup Camera,No
7839,1755,Backup Camera,Yes
7840,1738,Cruise Control,Yes
7841,1705,Power Windows,No
7842,1381,Cruise Control,Yes
7843,1235,ABS,No
7844,231,Backup Camera,Yes
7845,322,Power Windows,Yes
7846,1714,Backup Camera,Yes
7847,370,Air Conditioning,Yes
7848,1933,Air Conditioning,Yes
7849,1617,Backup Camera,No
7850,1670,Cruise Control,No
7851,507,Bluetooth,Yes
7852,1700,ABS,Yes
7853,1222,Bluetooth,No
7854,1583,Backup Camera,No
7855,170,Backup Camera,No
7856,1598,Air Conditioning,Yes
7857,1718,Backup Camera,No
7858,1979,Power Windows,Yes
7859,452,Power Windows,Yes
7860,707,Power Windows,No
7861,373,Power Windows,No
7862,1099,Power Windows,Yes
7863,164,ABS,No
7864,1227,Bluetooth,Yes
7865,1894,Backup Camera,No
7866,714,ABS,Yes
7867,1966,Air Conditioning,No
7868,520,Bluetooth,Yes
7869,1795,Air Conditioning,Yes
7870,678,Backup Camera,Yes
7871,1951,Air Conditioning,No
7872,702,Bluetooth,No
7873,1910,Air Conditioning,No
7874,92,Backup Camera,Yes
7875,377,Cruise Control,Yes
7876,1906,Power Windows,Yes
7877,160,ABS,Yes
7878,944,ABS,Yes
7879,15,Bluetooth,Yes
7880,60,Power Windows,Yes
7881,523,Power Windows,Yes
7882,1203,Power Windows,Yes
7883,693,Backup Camera,No
7884,1710,Cruise Control,Yes
7885,163,Power Windows,No
7886,328,ABS,Yes
7887,91,Power Windows,No
7888,838,Backup Camera,No
7889,1179,Cruise Control,Yes
7890,1340,Bluetooth,No
7891,1693,Air Conditioning,Yes
7892,978,Cruise Control,No
7893,353,Air Conditioning,Yes
7894,1157,Bluetooth,No
7895,1912,Power Windows,Yes
7896,471,ABS,Yes
7897,1587,Bluetooth,Yes
7898,108,Air Conditioning,Yes
7899,998,Air Conditioning,Yes
7900,426,Cruise Control,Yes
7901,765,Power Windows,No
7902,1778,Power Windows,Yes
7903,463,Cruise Control,No
7904,1833,Backup Camera,No
7905,1435,ABS,Yes
7906,862,Cruise Control,No
7907,531,Air Conditioning,No
7908,30,ABS,Yes
7909,1569,Backup Camera,Yes
7910,512,Bluetooth,Yes
7911,306,Backup Camera,No
7912,1857,Backup Camera,Yes
7913,1030,Cruise Control,No
7914,315,Power Windows,Yes
7915,1638,ABS,No
7916,165,Cruise Control,No
7917,10,Power Windows,Yes
7918,1154,Power Windows,No
7919,622,ABS,Yes
7920,385,Air Conditioning,No
7921,1181,Air Conditioning,No
7922,1623,Power Windows,Yes
7923,520,ABS,No
7924,1416,Power Windows,No
7925,536,Air Conditioning,No
7926,1939,Backup Camera,Yes
7927,678,Power Windows,Yes
7928,767,Cruise Control,Yes
7929,1295,Power Windows,No
7930,1814,Air Conditioning,No
7931,1869,ABS,No
7932,1338,ABS,Yes
7933,797,Bluetooth,Yes
7934,643,Bluetooth,No
7935,1255,Bluetooth,No
7936,575,Bluetooth,No
7937,554,Air Conditioning,Yes
7938,1062,Cruise Control,Yes
7939,1886,Air Conditioning,No
7940,1263,Power Windows,Yes
7941,883,ABS,No
7942,658,Bluetooth,No
7943,790,ABS,No
7944,1896,Power Windows,No
7945,95,Cruise Control,No
7946,328,Bluetooth,No
7947,148,Power Windows,Yes
7948,88,ABS,Yes
7949,163,Air Conditioning,Yes
7950,1521,Bluetooth,No
7951,633,Air Conditioning,Yes
7952,377,Power Windows,Yes
7953,484,ABS,Yes
7954,1572,ABS,Yes
7955,529,Backup Camera,Yes
7956,1531,Bluetooth,Yes
7957,136,Bluetooth,No
7958,10,Backup Camera,Yes
7959,810,Cruise Control,Yes
7960,1920,Bluetooth,No
7961,1438,Air Conditioning,Yes
7962,153,Cruise Control,No
7963,1244,Air Conditioning,Yes
7964,390,Bluetooth,No
7965,1928,ABS,No
7966,315,Air Conditioning,Yes
7967,1790,Air Conditioning,No
7968,1169,Backup Camera,No
7969,599,Cruise Control,Yes
7970,1368,Power Windows,No
7971,1205,ABS,No
7972,1896,Air Conditioning,No
7973,665,Power Windows,No
7974,567,Backup Camera,Yes
7975,667,Backup Camera,Yes
7976,1562,Backup Camera,No
7977,611,Backup Camera,No
7978,501,Backup Camera,Yes
7979,127,Backup Camera,No
7980,532,Bluetooth,Yes
7981,1125,Cruise Control,No
7982,102,Backup Camera,Yes
7983,1745,Air Conditioning,Yes
7984,1711,Air Conditioning,No
7985,148,Bluetooth,No
7986,560,Air Conditioning,Yes
7987,1774,Backup Camera,No
7988,1189,Backup Camera,No
7989,1630,Cruise Control,Yes
7990,199,Power Windows,No
7991,476,ABS,No
7992,1082,Air Conditioning,No
7993,1914,ABS,Yes
7994,1886,Bluetooth,No
7995,1749,Power Windows,Yes
7996,552,Power Windows,No
7997,1230,ABS,Yes
7998,170,Backup Camera,Yes
7999,382,ABS,No
8000,1624,Bluetooth,Yes
8001,677,Air Conditioning,Yes
8002,1007,Power Windows,No
8003,684,Cruise Control,Yes
8004,553,Power Windows,No
8005,561,Power Windows,No
8006,1398,Cruise Control,Yes
8007,827,ABS,No
8008,1653,ABS,No
8009,913,Power Windows,Yes
8010,1990,Cruise Control,No
8011,195,Air Conditioning,No
8012,860,Bluetooth,No
8013,1035,Backup Camera,No
8014,946,Backup Camera,Yes
8015,368,Power Windows,Yes
8016,229,ABS,No
8017,1172,Cruise Control,No
8018,1453,ABS,Yes
8019,1529,Cruise Control,Yes
8020,736,Power Windows,No
8021,39,Air Conditioning,Yes
8022,1650,Power Windows,Yes
8023,1883,ABS,Yes
8024,1873,Cruise Control,No
8025,514,Air Conditioning,No
8026,141,Bluetooth,No
8027,308,Cruise Control,No
8028,903,Air Conditioning,No
8029,443,ABS,No
8030,1720,Air Conditioning,Yes
8031,1903,Air Conditioning,Yes
8032,575,Cruise Control,No
8033,499,Power Windows,Yes
8034,68,ABS,Yes
8035,1932,Backup Camera,Yes
8036,930,Cruise Control,Yes
8037,555,Bluetooth,Yes
8038,1920,Backup Camera,Yes
8039,388,Backup Camera,No
8040,216,Power Windows,No
8041,862,Backup Camera,No
8042,1765,Power Windows,Yes
8043,1897,Bluetooth,No
8044,1026,Bluetooth,Yes
8045,654,Power Windows,No
8046,1046,Power Windows,Yes
8047,898,Cruise Control,No
8048,381,Bluetooth,Yes
8049,824,Power Windows,Yes
8050,1741,Backup Camera,Yes
8051,1001,Bluetooth,No
8052,1584,Bluetooth,Yes
8053,245,Power Windows,No
8054,1692,ABS,No
8055,574,Backup Camera,Yes
8056,1172,Cruise Control,No
8057,868,Cruise Control,No
8058,1967,Backup Camera,No
8059,1367,Backup Camera,Yes
8060,1406,Air Conditioning,No
8061,374,Backup Camera,No
8062,945,Cruise Control,No
8063,805,Backup Camera,No
8064,1615,Backup Camera,Yes
8065,1758,Power Windows,No
8066,1334,ABS,No
8067,1446,Air Conditioning,Yes
8068,1534,Cruise Control,No
8069,1221,Power Windows,No
8070,791,Air Conditioning,No
8071,643,Bluetooth,No
8072,464,Power Windows,Yes
8073,264,Power Windows,Yes
8074,1356,ABS,Yes
8075,1889,Cruise Control,No
8076,1752,Bluetooth,Yes
8077,549,ABS,No
8078,1917,Cruise Control,Yes
8079,1858,Air Conditioning,Yes
8080,1309,Backup Camera,Yes
8081,920,Bluetooth,Yes
8082,1623,Backup Camera,No
8083,1435,Air Conditioning,Yes
8084,1709,Power Windows,No
8085,232,Bluetooth,Yes
8086,972,Backup Camera,No
8087,268,Power Windows,No
8088,1280,Air Conditioning,Yes
8089,1281,Cruise Control,Yes
8090,1751,ABS,No
8091,1023,Air Conditioning,Yes
8092,1828,ABS,Yes
8093,1266,ABS,No
8094,34,Air Conditioning,Yes
8095,1348,ABS,Yes
8096,1192,Backup Camera,Yes
8097,643,Bluetooth,No
8098,1608,ABS,No
8099,1066,Power Windows,No
8100,1645,Bluetooth,No
8101,76,Power Windows,No
8102,735,Power Windows,Yes
8103,1792,Power Windows,No
8104,300,Cruise Control,Yes
8105,377,Bluetooth,No
8106,1275,Bluetooth,Yes
8107,281,Cruise Control,No
8108,1928,ABS,Yes
8109,27,Power Windows,No
8110,197,Bluetooth,Yes
8111,1745,Backup Camera,No
8112,1136,Bluetooth,Yes
8113,1569,Power Windows,Yes
8114,759,Air Conditioning,No
8115,548,Power Windows,Yes
8116,379,Backup Camera,Yes
8117,633,ABS,No
8118,23,Air Conditioning,No
8119,1334,Backup Camera,Yes
8120,95,Bluetooth,Yes
8121,1433,Power Windows,Yes
8122,1855,ABS,Yes
8123,327,Air Conditioning,No
8124,720,Power Windows,No
8125,1703,Bluetooth,No
8126,1781,ABS,No
8127,1664,Cruise Control,Yes
8128,926,Air Conditioning,Yes
8129,1371,Power Windows,Yes
8130,545,Backup Camera,No
8131,66,Bluetooth,Yes
8132,104,Bluetooth,No
8133,1592,Bluetooth,No
8134,203,Power Windows,Yes
8135,1614,ABS,No
8136,1432,Bluetooth,Yes
8137,1024,Power Windows,No
8138,1281,Cruise Control,No
8139,1950,Power Windows,No
8140,554,Bluetooth,No
8141,122,Backup Camera,Yes
8142,828,Backup Camera,Yes
8143,1446,Bluetooth,Yes
8144,412,Bluetooth,Yes
8145,753,Air Conditioning,No
8146,532,Bluetooth,Yes
8147,128,Backup Camera,Yes
8148,1433,Bluetooth,Yes
8149,949,Backup Camera,Yes
8150,1339,Backup Camera,No
8151,1869,Cruise Control,Yes
8152,331,ABS,Yes
8153,1501,Air Conditioning,No
8154,332,Cruise Control,Yes
8155,477,Cruise Control,Yes
8156,1824,Cruise Control,Yes
8157,904,Backup Camera,No
8158,1951,Power Windows,No
8159,377,Power Windows,No
8160,668,ABS,Yes
8161,1443,Bluetooth,No
8162,133,Backup Camera,No
8163,914,Backup Camera,Yes
8164,693,Power Windows,No
8165,1720,Backup Camera,Yes
8166,357,ABS,Yes
8167,810,Cruise Control,No
8168,653,Bluetooth,Yes
8169,478,Power Windows,Yes
8170,940,Power Windows,Yes
8171,411,Cruise Control,Yes
8172,1999,ABS,No
8173,1509,Power Windows,No
8174,163,Power Windows,No
8175,1105,Bluetooth,No
8176,88,Cruise Control,No
8177,1582,Air Conditioning,No
8178,462,Backup Camera,No
8179,234,Bluetooth,No
8180,1016,Cruise Control,Yes
8181,916,Bluetooth,Yes
8182,1979,Bluetooth,No
8183,1599,Cruise Control,No
8184,469,Backup Camera,No
8185,283,Power Windows,No
8186,1643,ABS,Yes
8187,1134,Bluetooth,Yes
8188,615,Air Conditioning,Yes
8189,1053,ABS,No
8190,1910,ABS,No
8191,1399,Power Windows,No
8192,1034,Cruise Control,No
8193,1724,Bluetooth,No
8194,1155,Backup Camera,Yes
8195,359,Air Conditioning,No
8196,1257,Bluetooth,Yes
8197,1923,Air Conditioning,Yes
8198,370,Bluetooth,No
8199,1549,ABS,Yes
8200,1245,Air Conditioning,Yes
8201,1957,ABS,Yes
8202,489,Backup Camera,Yes
8203,1822,Bluetooth,Yes
8204,622,Cruise Control,No
8205,1342,ABS,No
8206,630,Power Windows,Yes
8207,69,Power Windows,Yes
8208,722,Air Conditioning,No
8209,1883,Power Windows,Yes
8210,1089,Bluetooth,No
8211,1509,Cruise Control,Yes
8212,476,Backup Camera,Yes
8213,279,Backup Camera,Yes
8214,26,Cruise Control,No
8215,280,Bluetooth,No
8216,262,ABS,Yes
8217,1213,Bluetooth,No
8218,122,Air Conditioning,No
8219,596,Bluetooth,No
8220,1396,Bluetooth,No
8221,1146,Bluetooth,No
8222,736,Power Windows,Yes
8223,871,ABS,Yes
8224,1051,Air Conditioning,Yes
8225,1658,Power Windows,No
8226,737,Backup Camera,No
8227,1917,Backup Camera,No
8228,1356,Cruise Control,Yes
8229,815,ABS,Yes
8230,1873,ABS,Yes
8231,1665,Air Conditioning,Yes
8232,1559,Bluetooth,No
8233,766,ABS,Yes
8234,455,Power Windows,No
8235,947,Bluetooth,Yes
8236,748,Air Conditioning,No
8237,638,Bluetooth,Yes
8238,300,Air Conditioning,No
8239,1652,Air Conditioning,No
8240,1891,Air Conditioning,Yes
8241,109,Air Conditioning,No
8242,753,Backup Camera,No
8243,1016,Backup Camera,Yes
8244,1155,Power Windows,Yes
8245,369,Power Windows,Yes
8246,27,Power Windows,No
8247,1864,Backup Camera,Yes
8248,1375,Power Windows,Yes
8249,402,Backup Camera,No
8250,1635,Air Conditioning,Yes
8251,1075,ABS,No
8252,1014,Air Conditioning,No
8253,199,ABS,No
8254,1120,Air Conditioning,No
8255,1394,ABS,Yes
8256,330,Cruise Control,No
8257,771,Power Windows,Yes
8258,1801,Air Conditioning,Yes
8259,914,Power Windows,Yes
8260,669,Power Windows,Yes
8261,1523,Backup Camera,Yes
8262,1447,Power Windows,No
8263,133,ABS,Yes
8264,1718,Cruise Control,Yes
8265,191,Backup Camera,No
8266,1733,Backup Camera,Yes
8267,139,Bluetooth,No
8268,1467,Bluetooth,Yes
8269,1181,Bluetooth,Yes
8270,1703,Backup Camera,Yes
8271,1977,ABS,No
8272,1957,ABS,No
8273,1442,Bluetooth,Yes
8274,1131,Cruise Control,Yes
8275,588,Power Windows,Yes
8276,964,Cruise Control,No
8277,328,Air Conditioning,Yes
8278,208,ABS,No
8279,588,ABS,No
8280,1256,Power Windows,No
8281,119,Power Windows,No
8282,1062,Backup Camera,No
8283,1358,Backup Camera,Yes
8284,1262,Cruise Control,No
8285,257,Power Windows,Yes
8286,1979,Air Conditioning,No
8287,1249,Cruise Control,Yes
8288,1521,Backup Camera,Yes
8289,242,Bluetooth,No
8290,6,Power Windows,Yes
8291,1980,Bluetooth,No
8292,517,ABS,No
8293,238,Air Conditioning,No
8294,674,Cruise Control,Yes
8295,1406,Cruise Control,Yes
8296,1823,Backup Camera,No
8297,1383,Cruise Control,No
8298,187,Bluetooth,Yes
8299,1382,ABS,No
8300,316,Bluetooth,Yes
8301,730,Backup Camera,No
8302,1259,Cruise Control,No
8303,1315,Air Conditioning,Yes
8304,1549,ABS,Yes
8305,388,Power Windows,No
8306,824,Bluetooth,Yes
8307,852,Cruise Control,Yes
8308,1942,Backup Camera,Yes
8309,1266,Air Conditioning,No
8310,220,Air Conditioning,No
8311,1689,Backup Camera,No
8312,239,Power Windows,No
8313,1593,Air Conditioning,Yes
8314,1623,Backup Camera,Yes
8315,1478,Bluetooth,Yes
8316,1452,Cruise Control,Yes
8317,1642,ABS,No
8318,187,Air Conditioning,No
8319,119,ABS,No
8320,377,Backup Camera,No
8321,1463,Bluetooth,No
8322,272,ABS,No
8323,872,Bluetooth,No
8324,1475,Bluetooth,Yes
8325,1698,Bluetooth,Yes
8326,1441,ABS,No
8327,594,Power Windows,Yes
8328,1486,Bluetooth,No
8329,966,Air Conditioning,No
8330,1447,Air Conditioning,Yes
8331,328,Air Conditioning,Yes
8332,1500,Air Conditioning,Yes
8333,847,Air Conditioning,Yes
8334,359,ABS,No
8335,1889,ABS,No
8336,594,Bluetooth,No
8337,425,Cruise Control,No
8338,853,Cruise Control,Yes
8339,383,Air Conditioning,No
8340,126,Backup Camera,Yes
8341,847,Backup Camera,Yes
8342,1749,Air Conditioning,No
8343,1516,Air Conditioning,Yes
8344,667,Bluetooth,Yes
8345,344,ABS,Yes
8346,876,Cruise Control,Yes
8347,1818,Air Conditioning,No
8348,1477,Cruise Control,No
8349,86,Backup Camera,Yes
8350,1629,Backup Camera,Yes
8351,966,Backup Camera,No
8352,251,ABS,Yes
8353,178,ABS,Yes
8354,1640,Backup Camera,No
8355,385,Cruise Control,No
8356,737,Power Windows,Yes
8357,1244,Power Windows,No
8358,782,Air Conditioning,No
8359,1907,Cruise Control,Yes
8360,874,Power Windows,No
8361,60,Bluetooth,Yes
8362,1859,Bluetooth,No
8363,1237,Backup Camera,No
8364,345,Power Windows,Yes
8365,333,Cruise Control,No
8366,1985,ABS,No
8367,940,Cruise Control,No
8368,821,Air Conditioning,Yes
8369,1727,Bluetooth,Yes
8370,1977,Backup Camera,No
8371,230,Cruise Control,Yes
8372,157,Backup Camera,No
8373,1197,Power Windows,Yes
8374,593,Bluetooth,Yes
8375,1760,Bluetooth,Yes
8376,540,Air Conditioning,Yes
8377,1213,Bluetooth,No
8378,594,Backup Camera,Yes
8379,713,ABS,Yes
8380,368,Bluetooth,No
8381,867,Air Conditioning,No
8382,620,Power Windows,No
8383,1207,Bluetooth,Yes
8384,74,Power Windows,No
8385,596,Cruise Control,No
8386,705,Power Windows,No
8387,1831,Power Windows,Yes
8388,1668,Cruise Control,Yes
8389,1330,Power Windows,No
8390,730,Cruise Control,No
8391,480,ABS,Yes
8392,1222,Power Windows,Yes
8393,1606,Backup Camera,No
8394,1964,Bluetooth,Yes
8395,1890,Cruise Control,No
8396,163,Power Windows,Yes
8397,745,Power Windows,No
8398,892,Air Conditioning,No
8399,1530,Backup Camera,Yes
8400,1072,Backup Camera,Yes
8401,1368,Bluetooth,Yes
8402,1377,Backup Camera,Yes
8403,1853,Air Conditioning,Yes
8404,1320,Bluetooth,No
8405,731,Bluetooth,Yes
8406,386,Bluetooth,Yes
8407,310,Power Windows,No
8408,176,Bluetooth,Yes
8409,1370,Backup Camera,No
8410,442,Air Conditioning,No
8411,1621,Power Windows,No
8412,248,ABS,Yes
8413,985,Cruise Control,No
8414,965,ABS,No
8415,290,Backup Camera,Yes
8416,991,Bluetooth,Yes
8417,1927,Bluetooth,Yes
8418,480,Backup Camera,No
8419,645,Air Conditioning,Yes
8420,1997,Bluetooth,Yes
8421,1328,Air Conditioning,Yes
8422,293,Backup Camera,No
8423,1200,Bluetooth,No
8424,1102,Backup Camera,No
8425,1071,Air Conditioning,No
8426,899,Power Windows,Yes
8427,1357,Power Windows,No
8428,640,Air Conditioning,No
8429,121,Air Conditioning,Yes
8430,808,ABS,No
8431,1037,Bluetooth,No
8432,922,Backup Camera,No
8433,1946,Bluetooth,Yes
8434,814,ABS,Yes
8435,1963,Bluetooth,Yes
8436,1333,Power Windows,Yes
8437,599,Air Conditioning,Yes
8438,156,Power Windows,Yes
8439,392,Power Windows,Yes
8440,364,Bluetooth,No
8441,1038,Backup Camera,No
8442,806,Bluetooth,Yes
8443,951,Backup Camera,Yes
8444,295,Power Windows,No
8445,1356,Power Windows,No
8446,1738,Backup Camera,Yes
8447,259,Cruise Control,No
8448,1296,Backup Camera,No
8449,1613,ABS,Yes
8450,1041,Backup Camera,Yes
8451,1334,Bluetooth,Yes
8452,1781,Bluetooth,Yes
8453,1193,Air Conditioning,Yes
8454,1822,Cruise Control,No
8455,1205,Bluetooth,No
8456,1516,Backup Camera,No
8457,1367,Bluetooth,No
8458,94,Power Windows,Yes
8459,1815,Air Conditioning,Yes
8460,1695,Cruise Control,Yes
8461,1357,Bluetooth,Yes
8462,352,ABS,Yes
8463,1526,Air Conditioning,No
8464,1403,Backup Camera,Yes
8465,1883,Air Conditioning,Yes
8466,1163,ABS,No
8467,87,ABS,Yes
8468,1012,Backup Camera,Yes
8469,243,Bluetooth,No
8470,1384,Power Windows,No
8471,740,ABS,Yes
8472,164,Backup Camera,Yes
8473,488,Backup Camera,Yes
8474,1560,Air Conditioning,Yes
8475,1698,Air Conditioning,No
8476,1691,ABS,Yes
8477,740,ABS,No
8478,1338,ABS,No
8479,1323,Bluetooth,No
8480,266,Cruise Control,Yes
8481,1325,Air Conditioning,No
8482,1931,Backup Camera,No
8483,169,Power Windows,No
8484,1929,Bluetooth,No
8485,1630,Power Windows,No
8486,997,Power Windows,No
8487,1338,Bluetooth,Yes
8488,1792,ABS,Yes
8489,1237,Air Conditioning,No
8490,851,ABS,No
8491,1635,Bluetooth,No
8492,1721,Bluetooth,No
8493,102,Backup Camera,Yes
8494,1918,Backup Camera,Yes
8495,1441,Air Conditioning,Yes
8496,1856,ABS,No
8497,1104,ABS,No
8498,742,Cruise Control,No
8499,1977,Bluetooth,No
8500,381,Cruise Control,No
8501,1789,ABS,Yes
8502,263,Bluetooth,No
8503,779,Air Conditioning,No
8504,1162,Air Conditioning,Yes
8505,152,Backup Camera,No
8506,1557,Cruise Control,Yes
8507,1800,Power Windows,No
8508,1407,Air Conditioning,Yes
8509,1686,Backup Camera,No
8510,1062,Power Windows,No
8511,863,ABS,No
8512,546,Air Conditioning,Yes
8513,212,Cruise Control,No
8514,717,Power Windows,Yes
8515,152,Power Windows,No
8516,316,ABS,No
8517,810,Cruise Control,Yes
8518,1023,Bluetooth,Yes
8519,633,Backup Camera,No
8520,1806,ABS,Yes
8521,1541,Cruise Control,No
8522,359,ABS,No
8523,617,ABS,Yes
8524,207,Backup Camera,Yes
8525,802,Power Windows,Yes
8526,1448,Power Windows,No
8527,74,Bluetooth,No
8528,998,ABS,Yes
8529,1883,Air Conditioning,Yes
8530,855,Power Windows,No
8531,451,Bluetooth,Yes
8532,1846,Backup Camera,No
8533,1481,Air Conditioning,No
8534,769,Bluetooth,Yes
8535,559,Cruise Control,Yes
8536,1147,Cruise Control,Yes
8537,271,ABS,Yes
8538,1950,Backup Camera,Yes
8539,80,Air Conditioning,Yes
8540,1721,ABS,Yes
8541,786,Air Conditioning,Yes
8542,568,Air Conditioning,Yes
8543,278,Air Conditioning,Yes
8544,1833,Bluetooth,No
8545,1859,Bluetooth,No
8546,613,Backup Camera,No
8547,1919,Cruise Control,Yes
8548,684,Backup Camera,Yes
8549,1206,Power Windows,No
8550,1364,Power Windows,Yes
8551,863,Cruise Control,Yes
8552,1565,Bluetooth,No
8553,1071,Bluetooth,No
8554,941,ABS,Yes
8555,709,Backup Camera,No
8556,1487,Backup Camera,No
8557,1027,Backup Camera,No
8558,933,ABS,No
8559,1173,Cruise Control,Yes
8560,1965,ABS,No
8561,1707,Air Conditioning,Yes
8562,736,Bluetooth,Yes
8563,368,Power Windows,No
8564,688,Air Conditioning,No
8565,1809,ABS,No
8566,292,Bluetooth,Yes
8567,839,Bluetooth,Yes
8568,153,ABS,No
8569,1843,ABS,Yes
8570,385,Air Conditioning,No
8571,561,ABS,No
8572,80,Power Windows,No
8573,1404,ABS,Yes
8574,1175,Backup Camera,No
8575,344,ABS,Yes
8576,1699,Bluetooth,No
8577,1570,Bluetooth,Yes
8578,556,Air Conditioning,No
8579,263,Power Windows,Yes
8580,1657,Backup Camera,Yes
8581,847,Air Conditioning,No
8582,1751,Air Conditioning,No
8583,417,Bluetooth,Yes
8584,1764,Air Conditioning,Yes
8585,1319,Air Conditioning,No
8586,1101,Backup Camera,No
8587,1961,ABS,Yes
8588,354,ABS,Yes
8589,1222,Power Windows,Yes
8590,849,ABS,Yes
8591,668,Backup Camera,No
8592,194,Bluetooth,No
8593,444,Power Windows,Yes
8594,548,Cruise Control,No
8595,250,ABS,No
8596,1219,Power Windows,No
8597,1803,ABS,No
8598,517,ABS,No
8599,1749,Power Windows,No
8600,1677,Cruise Control,Yes
8601,1033,Air Conditioning,No
8602,441,ABS,Yes
8603,1418,Power Windows,Yes
8604,1861,Bluetooth,No
8605,392,Cruise Control,Yes
8606,1406,ABS,No
8607,25,ABS,No
8608,80,Backup Camera,Yes
8609,412,Cruise Control,Yes
8610,1475,Backup Camera,Yes
8611,856,Air Conditioning,Yes
8612,569,Air Conditioning,Yes
8613,1292,Cruise Control,Yes
8614,375,Power Windows,No
8615,544,ABS,Yes
8616,1155,ABS,No
8617,319,Backup Camera,No
8618,872,Power Windows,No
8619,1388,Air Conditioning,Yes
8620,1337,Power Windows,Yes
8621,712,Backup Camera,No
8622,411,ABS,No
8623,1333,Cruise Control,Yes
8624,718,Power Windows,No
8625,1641,Power Windows,Yes
8626,789,Power Windows,No
8627,548,ABS,Yes
8628,1027,Power Windows,No
8629,678,Air Conditioning,No
8630,1397,Power Windows,No
8631,1629,ABS,No
8632,772,Air Conditioning,No
8633,464,Cruise Control,Yes
8634,813,Power Windows,Yes
8635,509,Backup Camera,No
8636,1271,Cruise Control,No
8637,268,Air Conditioning,Yes
8638,948,Cruise Control,No
8639,1750,ABS,No
8640,601,Cruise Control,Yes
8641,1035,Cruise Control,Yes
8642,1131,Bluetooth,No
8643,1564,Cruise Control,No
8644,401,Cruise Control,Yes
8645,1690,ABS,Yes
8646,694,Cruise Control,No
8647,459,Backup Camera,Yes
8648,1861,ABS,Yes
8649,535,Cruise Control,No
8650,457,Backup Camera,No
8651,701,Cruise Control,Yes
8652,941,Backup Camera,Yes
8653,1230,Power Windows,Yes
8654,679,ABS,No
8655,1200,Power Windows,Yes
8656,1959,Air Conditioning,Yes
