ServiceID,CarID,ServiceDate,ServiceType,Cost
3392,1358,2021-05-06,Engine Tune-up,287.0
3393,339,2023-03-14,Brake Inspection,920.0
3394,1913,2021-10-19,Brake Inspection,344.0
3395,1104,2022-08-15,Brake Inspection,1349.0
3396,1424,2022-12-06,Engine Tune-up,1092.0
3397,1601,2021-02-12,Engine Tune-up,563.0
3398,654,2022-12-21,Oil Change,781.0
3399,1402,2022-05-12,Oil Change,1252.0
3400,999,2021-06-30,Engine Tune-up,1178.0
3401,704,2023-10-15,Engine Tune-up,348.0
3402,948,2022-12-26,Oil Change,683.0
3403,1144,2021-09-08,Brake Inspection,770.0
3404,148,2021-06-05,Engine Tune-up,1437.0
3405,329,2021-06-11,Oil Change,829.0
3406,382,2024-02-03,Oil Change,313.0
3407,1439,2022-07-19,Tire Rotation,273.0
3408,1060,2022-05-23,Engine Tune-up,699.0
3409,1816,2022-07-17,Tire Rotation,196.0
3410,1132,2021-04-11,Tire Rotation,1014.0
3411,886,2023-01-13,Engine Tune-up,1082.0
3412,403,2022-03-08,Oil Change,627.0
3413,1084,2023-06-24,Oil Change,1355.0
3414,817,2022-07-23,Oil Change,215.0
3415,1619,2022-12-09,Brake Inspection,1415.0
3416,504,2021-11-03,Oil Change,1452.0
3417,673,2023-07-03,Engine Tune-up,219.0
3418,474,2022-05-07,Oil Change,207.0
3419,1804,2022-04-14,Oil Change,862.0
3420,676,2021-06-03,Tire Rotation,530.0
3421,973,2021-09-01,Engine Tune-up,509.0
3422,442,2022-03-08,Engine Tune-up,812.0
3423,1619,2021-11-18,Brake Inspection,381.0
3424,964,2021-12-07,Tire Rotation,201.0
3425,752,2021-03-20,Brake Inspection,791.0
3426,1130,2021-05-27,Brake Inspection,908.0
3427,523,2021-12-08,Brake Inspection,216.0
3428,1012,2022-10-28,Tire Rotation,702.0
3429,222,2021-09-11,Engine Tune-up,916.0
3430,632,2023-10-25,Engine Tune-up,1179.0
3431,812,2021-12-18,Engine Tune-up,827.0
3432,473,2023-05-03,Brake Inspection,423.0
3433,362,2021-02-14,Brake Inspection,984.0
3434,1432,2021-09-11,Engine Tune-up,165.0
3435,826,2022-02-20,Oil Change,196.0
3436,954,2023-05-12,Engine Tune-up,895.0
3437,1037,2023-09-23,Oil Change,622.0
3438,688,2022-12-27,Oil Change,262.0
3439,1954,2021-08-17,Tire Rotation,1409.0
3440,205,2023-03-31,Brake Inspection,203.0
3441,450,2023-10-08,Engine Tune-up,248.0
3442,763,2021-03-24,Oil Change,183.0
3443,247,2021-09-04,Brake Inspection,615.0
3444,1899,2022-08-10,Tire Rotation,818.0
3445,76,2023-10-20,Brake Inspection,56.0
3446,1131,2022-03-26,Engine Tune-up,881.0
3447,318,2021-04-28,Oil Change,282.0
3448,1352,2022-06-16,Brake Inspection,796.0
3449,1949,2023-05-05,Engine Tune-up,949.0
3450,896,2023-10-13,Tire Rotation,901.0
3451,979,2022-11-04,Oil Change,909.0
3452,1204,2022-04-24,Oil Change,567.0
3453,872,2021-02-21,Engine Tune-up,941.0
3454,1099,2022-01-28,Tire Rotation,1005.0
3455,505,2023-04-24,Brake Inspection,953.0
3456,1033,2021-08-30,Tire Rotation,634.0
3457,794,2021-02-18,Engine Tune-up,591.0
3458,1035,2021-12-25,Engine Tune-up,670.0
3459,639,2023-10-08,Brake Inspection,1159.0
3460,1351,2022-06-04,Oil Change,234.0
3461,1027,2023-10-21,Brake Inspection,614.0
3462,1608,2023-09-19,Brake Inspection,1437.0
3463,1167,2023-02-12,Tire Rotation,225.0
3464,378,2021-02-18,Engine Tune-up,87.0
3465,571,2022-10-15,Tire Rotation,466.0
3466,1291,2023-02-05,Tire Rotation,641.0
3467,649,2022-10-08,Engine Tune-up,1324.0
3468,1909,2022-01-05,Engine Tune-up,432.0
3469,491,2023-07-30,Oil Change,1479.0
3470,522,2022-01-03,Tire Rotation,1002.0
3471,778,2022-07-13,Oil Change,688.0
3472,1594,2024-01-06,Brake Inspection,394.0
3473,896,2021-09-23,Brake Inspection,509.0
3474,763,2022-08-27,Oil Change,197.0
3475,1676,2022-12-10,Brake Inspection,1265.0
3476,1330,2023-01-28,Oil Change,1346.0
3477,357,2022-06-07,Tire Rotation,1499.0
3478,1086,2022-04-27,Engine Tune-up,452.0
3479,1211,2023-06-25,Tire Rotation,1114.0
3480,1593,2023-02-01,Oil Change,549.0
3481,747,2023-02-17,Engine Tune-up,726.0
3482,623,2022-10-19,Brake Inspection,1309.0
3483,681,2023-01-15,Oil Change,1064.0
3484,1320,2021-04-05,Engine Tune-up,1374.0
3485,1010,2021-07-06,Tire Rotation,276.0
3486,572,2021-02-15,Tire Rotation,811.0
3487,1513,2022-05-29,Oil Change,686.0
3488,920,2021-09-05,Tire Rotation,1074.0
3489,491,2021-10-30,Brake Inspection,1153.0
3490,1835,2022-09-24,Tire Rotation,452.0
3491,1849,2023-07-25,Tire Rotation,1186.0
3492,1392,2022-09-17,Engine Tune-up,518.0
3493,627,2023-08-23,Engine Tune-up,464.0
3494,195,2021-10-05,Engine Tune-up,487.0
3495,507,2022-07-30,Tire Rotation,1164.0
3496,1040,2022-08-21,Engine Tune-up,285.0
3497,936,2022-11-29,Oil Change,995.0
3498,1752,2021-02-19,Oil Change,1082.0
3499,752,2021-09-19,Tire Rotation,1268.0
3500,1891,2021-09-12,Engine Tune-up,711.0
3501,1826,2021-05-02,Oil Change,774.0
3502,1758,2023-06-04,Oil Change,95.0
3503,1923,2022-09-24,Tire Rotation,905.0
3504,790,2023-10-30,Tire Rotation,374.0
3505,570,2022-07-19,Oil Change,650.0
3506,1190,2024-01-09,Engine Tune-up,1281.0
3507,777,2023-06-14,Brake Inspection,1163.0
3508,109,2021-10-08,Brake Inspection,857.0
3509,1896,2021-06-27,Oil Change,871.0
3510,1946,2021-10-27,Brake Inspection,1229.0
3511,450,2021-03-08,Oil Change,1268.0
3512,870,2023-02-04,Tire Rotation,649.0
3513,1092,2021-11-05,Oil Change,326.0
3514,681,2021-12-25,Brake Inspection,853.0
3515,677,2022-06-01,Brake Inspection,1457.0
3516,1374,2023-11-23,Engine Tune-up,751.0
3517,533,2021-07-27,Tire Rotation,685.0
3518,787,2023-06-18,Oil Change,727.0
3519,1703,2023-01-18,Oil Change,1300.0
3520,211,2022-06-10,Tire Rotation,1394.0
3521,396,2021-06-04,Brake Inspection,1357.0
3522,349,2021-04-20,Oil Change,1468.0
3523,1054,2023-03-25,Brake Inspection,1183.0
3524,277,2023-05-10,Engine Tune-up,920.0
3525,1475,2023-04-08,Brake Inspection,470.0
3526,753,2022-05-31,Engine Tune-up,1003.0
3527,274,2021-09-17,Brake Inspection,1127.0
3528,617,2022-07-15,Engine Tune-up,669.0
3529,289,2023-11-10,Oil Change,1037.0
3530,683,2023-09-24,Engine Tune-up,240.0
3531,658,2022-06-22,Oil Change,1422.0
3532,354,2022-09-01,Brake Inspection,459.0
3533,341,2022-08-20,Engine Tune-up,824.0
3534,1590,2023-05-03,Oil Change,654.0
3535,1670,2022-01-22,Engine Tune-up,961.0
3536,1101,2022-10-23,Tire Rotation,111.0
3537,1803,2022-08-19,Brake Inspection,219.0
3538,1504,2021-03-31,Oil Change,1308.0
3539,1317,2021-04-06,Brake Inspection,244.0
3540,1136,2023-11-15,Tire Rotation,847.0
3541,4,2023-02-20,Engine Tune-up,159.0
3542,1945,2021-08-15,Brake Inspection,1091.0
3543,1758,2022-09-21,Tire Rotation,1412.0
3544,708,2023-11-02,Tire Rotation,197.0
3545,763,2023-11-19,Engine Tune-up,1100.0
3546,944,2023-04-26,Brake Inspection,366.0
3547,1539,2021-07-14,Engine Tune-up,1193.0
3548,1733,2022-12-26,Tire Rotation,1133.0
3549,1899,2021-03-26,Tire Rotation,1130.0
3550,871,2023-10-18,Brake Inspection,1158.0
3551,1572,2021-10-20,Oil Change,849.0
3552,555,2023-09-28,Brake Inspection,463.0
3553,944,2022-12-08,Oil Change,1479.0
3554,411,2023-01-03,Tire Rotation,799.0
3555,472,2023-04-14,Oil Change,1109.0
3556,739,2023-10-29,Oil Change,746.0
3557,140,2021-11-18,Engine Tune-up,183.0
3558,835,2022-09-20,Oil Change,1102.0
3559,1523,2023-08-25,Tire Rotation,815.0
3560,611,2022-12-01,Brake Inspection,121.0
3561,804,2022-01-11,Engine Tune-up,1474.0
3562,1954,2021-03-05,Brake Inspection,1412.0
3563,784,2023-01-01,Engine Tune-up,1025.0
3564,356,2022-05-03,Tire Rotation,176.0
3565,1272,2021-07-04,Engine Tune-up,1060.0
3566,1138,2023-08-15,Tire Rotation,1419.0
3567,1121,2022-10-03,Engine Tune-up,900.0
3568,1287,2022-01-08,Tire Rotation,1147.0
3569,825,2021-08-01,Brake Inspection,510.0
3570,1340,2023-03-02,Brake Inspection,61.0
3571,1790,2022-06-04,Brake Inspection,1433.0
3572,822,2024-01-12,Brake Inspection,728.0
3573,1418,2021-03-30,Brake Inspection,1267.0
3574,939,2023-02-09,Tire Rotation,1381.0
3575,1006,2021-11-12,Tire Rotation,1269.0
3576,173,2022-05-23,Engine Tune-up,761.0
3577,1075,2022-09-30,Brake Inspection,1017.0
3578,399,2023-05-13,Brake Inspection,1128.0
3579,1476,2021-03-28,Tire Rotation,1100.0
3580,1746,2022-01-25,Brake Inspection,1371.0
3581,903,2023-05-01,Engine Tune-up,963.0
3582,1953,2021-07-31,Tire Rotation,274.0
3583,814,2021-04-15,Oil Change,132.0
3584,985,2022-05-09,Engine Tune-up,892.0
3585,959,2021-04-10,Brake Inspection,226.0
3586,1144,2022-12-20,Oil Change,177.0
3587,558,2023-12-04,Tire Rotation,323.0
3588,526,2021-11-21,Brake Inspection,164.0
3589,863,2023-11-05,Engine Tune-up,1128.0
3590,1764,2021-04-10,Oil Change,1196.0
3591,1724,2021-10-10,Tire Rotation,777.0
3592,896,2021-10-18,Tire Rotation,341.0
3593,1185,2022-05-18,Tire Rotation,1289.0
3594,1631,2023-06-30,Brake Inspection,657.0
3595,182,2022-09-21,Brake Inspection,364.0
3596,1636,2021-06-03,Oil Change,1197.0
3597,59,2022-01-15,Tire Rotation,763.0
3598,491,2022-06-12,Oil Change,423.0
3599,1846,2022-02-09,Tire Rotation,949.0
3600,1439,2022-03-30,Engine Tune-up,290.0
3601,552,2023-10-03,Engine Tune-up,268.0
3602,40,2022-04-26,Tire Rotation,278.0
3603,1125,2021-09-25,Oil Change,161.0
3604,799,2022-11-30,Tire Rotation,1323.0
3605,1392,2021-12-02,Engine Tune-up,1119.0
3606,1551,2022-02-19,Tire Rotation,750.0
3607,349,2021-07-20,Tire Rotation,876.0
3608,1569,2021-10-24,Brake Inspection,915.0
3609,1761,2022-05-07,Oil Change,1150.0
3610,573,2021-09-21,Engine Tune-up,790.0
3611,835,2023-05-24,Brake Inspection,1287.0
3612,1218,2023-06-28,Brake Inspection,309.0
3613,1443,2023-06-02,Tire Rotation,703.0
3614,1510,2023-05-06,Oil Change,867.0
3615,1162,2022-12-04,Brake Inspection,407.0
3616,682,2021-08-16,Oil Change,1049.0
3617,809,2022-05-29,Oil Change,1035.0
3618,409,2023-10-03,Engine Tune-up,737.0
3619,1303,2022-07-20,Brake Inspection,143.0
3620,1106,2021-03-16,Tire Rotation,181.0
3621,1790,2024-01-05,Oil Change,1316.0
3622,1122,2022-09-09,Oil Change,1395.0
3623,1640,2023-03-09,Brake Inspection,1037.0
3624,1664,2022-11-14,Oil Change,343.0
3625,1418,2022-09-19,Brake Inspection,987.0
3626,1587,2022-02-02,Tire Rotation,435.0
3627,22,2023-05-27,Engine Tune-up,1407.0
3628,766,2023-12-12,Tire Rotation,1119.0
3629,1226,2023-05-15,Tire Rotation,103.0
3630,1942,2021-10-12,Engine Tune-up,602.0
3631,24,2023-09-08,Engine Tune-up,1489.0
3632,60,2023-09-06,Brake Inspection,976.0
3633,256,2023-12-26,Engine Tune-up,284.0
3634,1836,2022-11-18,Oil Change,121.0
3635,973,2023-02-11,Brake Inspection,1363.0
3636,1217,2021-08-25,Oil Change,687.0
3637,1949,2021-04-05,Engine Tune-up,639.0
3638,1928,2023-03-06,Tire Rotation,573.0
3639,1624,2023-03-14,Brake Inspection,1158.0
3640,139,2022-06-16,Oil Change,751.0
3641,375,2022-03-12,Brake Inspection,1304.0
3642,1483,2021-11-30,Oil Change,975.0
3643,1814,2023-07-03,Tire Rotation,597.0
3644,1300,2023-11-24,Oil Change,1327.0
3645,1784,2022-04-06,Oil Change,110.0
3646,15,2023-02-07,Engine Tune-up,559.0
3647,1749,2022-12-21,Brake Inspection,839.0
3648,1717,2023-08-01,Oil Change,1161.0
3649,661,2023-06-13,Engine Tune-up,69.0
3650,705,2023-05-02,Engine Tune-up,671.0
3651,595,2023-02-27,Brake Inspection,899.0
3652,1639,2021-02-15,Oil Change,1359.0
3653,1534,2023-02-27,Engine Tune-up,1438.0
3654,593,2024-01-07,Brake Inspection,1183.0
3655,1105,2023-04-04,Oil Change,151.0
3656,816,2023-11-04,Brake Inspection,1011.0
3657,273,2022-04-01,Tire Rotation,1367.0
3658,767,2023-02-23,Tire Rotation,68.0
3659,167,2021-04-19,Tire Rotation,125.0
3660,1964,2023-05-25,Brake Inspection,731.0
3661,453,2021-11-02,Engine Tune-up,1156.0
3662,350,2023-01-16,Engine Tune-up,1091.0
3663,378,2022-01-03,Oil Change,1426.0
3664,1361,2021-07-16,Brake Inspection,1437.0
3665,1395,2024-01-08,Oil Change,1231.0
3666,1573,2021-04-25,Engine Tune-up,321.0
3667,492,2022-12-07,Oil Change,331.0
3668,776,2022-04-26,Engine Tune-up,1017.0
3669,329,2024-02-09,Brake Inspection,1292.0
3670,505,2021-03-09,Oil Change,1046.0
3671,573,2022-04-08,Brake Inspection,1335.0
3672,1834,2021-07-24,Oil Change,854.0
3673,1132,2021-12-23,Tire Rotation,821.0
3674,498,2023-04-12,Engine Tune-up,1413.0
3675,273,2023-01-04,Oil Change,1016.0
3676,1459,2021-06-19,Tire Rotation,394.0
3677,111,2023-05-10,Brake Inspection,188.0
3678,1440,2021-05-14,Oil Change,274.0
3679,929,2023-01-09,Oil Change,1452.0
3680,418,2023-05-31,Engine Tune-up,855.0
3681,1566,2023-11-30,Brake Inspection,353.0
3682,1434,2021-10-07,Brake Inspection,816.0
3683,1462,2021-02-15,Engine Tune-up,598.0
3684,173,2022-10-08,Oil Change,1424.0
3685,1144,2023-02-27,Oil Change,562.0
3686,1051,2022-05-20,Engine Tune-up,285.0
3687,25,2023-04-24,Engine Tune-up,661.0
3688,981,2023-04-02,Oil Change,1078.0
3689,1470,2023-05-27,Engine Tune-up,1318.0
3690,1065,2023-10-03,Brake Inspection,746.0
3691,810,2023-12-04,Tire Rotation,544.0
3692,346,2021-10-12,Oil Change,617.0
3693,105,2023-05-18,Oil Change,1357.0
3694,892,2023-04-04,Engine Tune-up,335.0
3695,468,2024-01-07,Brake Inspection,124.0
3696,141,2022-07-03,Tire Rotation,1089.0
3697,571,2023-12-29,Engine Tune-up,462.0
3698,716,2022-12-21,Engine Tune-up,976.0
3699,1542,2022-02-25,Tire Rotation,1397.0
3700,1871,2022-07-10,Brake Inspection,1321.0
3701,1026,2021-10-22,Brake Inspection,754.0
3702,1113,2023-05-26,Brake Inspection,153.0
3703,240,2022-01-28,Oil Change,1431.0
3704,133,2021-12-24,Oil Change,547.0
3705,1849,2021-11-28,Brake Inspection,1216.0
3706,74,2023-09-04,Brake Inspection,1077.0
3707,685,2021-04-24,Tire Rotation,286.0
3708,1880,2023-10-07,Brake Inspection,1494.0
3709,774,2022-08-28,Oil Change,1289.0
3710,1862,2021-07-20,Oil Change,867.0
3711,1736,2022-07-09,Engine Tune-up,398.0
3712,813,2021-04-12,Engine Tune-up,389.0
3713,185,2021-11-12,Oil Change,945.0
3714,726,2023-10-10,Tire Rotation,76.0
3715,560,2021-03-03,Oil Change,538.0
3716,506,2023-08-30,Brake Inspection,1176.0
3717,1906,2023-09-29,Tire Rotation,326.0
3718,1721,2022-07-24,Engine Tune-up,1223.0
3719,1402,2022-03-18,Brake Inspection,1317.0
3720,1800,2023-09-19,Oil Change,795.0
3721,1144,2022-02-13,Brake Inspection,1306.0
3722,400,2022-07-07,Brake Inspection,107.0
3723,1543,2021-09-03,Engine Tune-up,1244.0
3724,1427,2021-11-22,Brake Inspection,335.0
3725,1475,2021-02-15,Brake Inspection,915.0
3726,1003,2021-11-21,Brake Inspection,284.0
3727,1316,2021-12-16,Tire Rotation,951.0
3728,810,2022-10-11,Engine Tune-up,667.0
3729,1072,2024-01-27,Engine Tune-up,722.0
3730,1686,2022-09-19,Engine Tune-up,132.0
3731,1368,2022-01-29,Brake Inspection,340.0
3732,354,2021-06-20,Oil Change,1401.0
3733,1750,2023-11-07,Engine Tune-up,525.0
3734,428,2023-03-01,Engine Tune-up,522.0
3735,1518,2021-07-24,Tire Rotation,564.0
3736,1354,2023-02-19,Brake Inspection,171.0
3737,993,2024-01-17,Oil Change,979.0
3738,1568,2021-03-26,Engine Tune-up,1418.0
3739,906,2022-09-29,Engine Tune-up,1431.0
3740,795,2022-11-10,Tire Rotation,1378.0
3741,824,2023-04-21,Oil Change,246.0
3742,387,2021-10-12,Brake Inspection,1448.0
3743,447,2023-03-10,Tire Rotation,531.0
3744,1446,2023-06-24,Oil Change,853.0
3745,1545,2022-09-02,Tire Rotation,818.0
3746,459,2021-06-11,Brake Inspection,1045.0
3747,436,2023-04-19,Tire Rotation,1261.0
3748,1184,2021-03-06,Oil Change,957.0
3749,427,2023-03-18,Oil Change,628.0
3750,779,2021-09-04,Tire Rotation,1316.0
3751,187,2023-04-08,Tire Rotation,1207.0
3752,750,2022-09-05,Tire Rotation,831.0
3753,1876,2022-06-23,Tire Rotation,87.0
3754,678,2022-04-04,Brake Inspection,776.0
3755,1441,2022-03-23,Oil Change,533.0
3756,464,2021-03-30,Oil Change,890.0
3757,746,2021-06-12,Brake Inspection,942.0
3758,1783,2021-07-17,Brake Inspection,705.0
3759,983,2023-12-08,Oil Change,820.0
3760,1031,2022-03-04,Brake Inspection,108.0
3761,427,2023-01-03,Oil Change,1144.0
3762,1846,2021-10-27,Engine Tune-up,310.0
3763,251,2023-07-17,Engine Tune-up,1156.0
3764,1261,2022-04-20,Tire Rotation,853.0
3765,1012,2022-09-25,Oil Change,560.0
3766,1270,2022-06-30,Engine Tune-up,747.0
3767,1735,2022-01-21,Engine Tune-up,1377.0
3768,539,2023-11-23,Tire Rotation,1442.0
3769,974,2022-04-14,Brake Inspection,152.0
3770,975,2022-04-19,Oil Change,368.0
3771,792,2022-11-01,Brake Inspection,1465.0
3772,503,2021-05-18,Tire Rotation,1391.0
3773,1771,2022-08-20,Brake Inspection,345.0
3774,60,2023-11-18,Engine Tune-up,1466.0
3775,239,2023-06-21,Brake Inspection,413.0
3776,1483,2022-06-14,Tire Rotation,1219.0
3777,1927,2023-11-14,Engine Tune-up,1173.0
3778,53,2021-08-12,Brake Inspection,875.0
3779,1899,2023-08-31,Brake Inspection,409.0
3780,1333,2022-06-16,Brake Inspection,668.0
3781,1683,2021-04-08,Tire Rotation,1103.0
3782,235,2022-01-25,Oil Change,86.0
3783,126,2022-12-20,Engine Tune-up,582.0
3784,1576,2023-11-11,Tire Rotation,1363.0
3785,1196,2021-10-09,Engine Tune-up,153.0
3786,1423,2022-05-24,Oil Change,947.0
3787,690,2023-06-30,Brake Inspection,375.0
3788,1386,2021-05-27,Oil Change,324.0
3789,1894,2022-01-29,Tire Rotation,1050.0
3790,1652,2023-05-11,Oil Change,1107.0
3791,279,2021-05-06,Oil Change,1497.0
3792,914,2021-12-08,Oil Change,914.0
3793,369,2021-02-13,Oil Change,1078.0
3794,1698,2022-03-14,Tire Rotation,442.0
3795,173,2021-03-10,Tire Rotation,921.0
3796,1019,2021-10-01,Brake Inspection,571.0
3797,1442,2023-08-28,Tire Rotation,1364.0
3798,119,2021-12-13,Oil Change,933.0
3799,1750,2022-10-27,Tire Rotation,944.0
3800,93,2021-04-29,Tire Rotation,1186.0
3801,818,2022-01-29,Tire Rotation,793.0
3802,1917,2023-12-27,Tire Rotation,1097.0
3803,587,2023-03-02,Oil Change,1024.0
3804,439,2021-07-07,Brake Inspection,1344.0
3805,1196,2021-07-03,Tire Rotation,1304.0
3806,1709,2023-03-22,Engine Tune-up,1273.0
3807,1355,2022-03-20,Engine Tune-up,192.0
3808,1699,2021-04-09,Engine Tune-up,514.0
3809,521,2021-07-01,Engine Tune-up,196.0
3810,1498,2023-10-18,Oil Change,334.0
3811,1514,2021-05-08,Brake Inspection,376.0
3812,1600,2022-07-10,Engine Tune-up,170.0
3813,200,2022-05-26,Engine Tune-up,784.0
3814,1746,2021-04-04,Brake Inspection,1366.0
3815,1,2021-08-06,Oil Change,396.0
3816,1297,2023-02-21,Engine Tune-up,621.0
3817,1030,2023-07-03,Tire Rotation,1339.0
3818,572,2022-05-07,Engine Tune-up,130.0
3819,1533,2021-05-15,Oil Change,805.0
3820,969,2024-01-14,Engine Tune-up,1019.0
3821,1479,2023-10-02,Brake Inspection,1080.0
3822,1658,2023-12-22,Engine Tune-up,846.0
3823,222,2021-06-15,Engine Tune-up,59.0
3824,1332,2023-06-20,Oil Change,548.0
3825,838,2022-05-20,Oil Change,477.0
3826,1967,2023-03-05,Tire Rotation,1149.0
3827,1199,2022-03-05,Oil Change,219.0
3828,490,2022-02-19,Oil Change,866.0
3829,261,2021-11-01,Engine Tune-up,84.0
3830,1097,2022-04-21,Tire Rotation,1361.0
3831,1374,2023-12-27,Oil Change,827.0
3832,1970,2022-04-06,Engine Tune-up,403.0
3833,1469,2023-11-23,Engine Tune-up,827.0
3834,987,2021-05-06,Oil Change,939.0
3835,593,2023-03-25,Oil Change,608.0
3836,1594,2023-12-30,Brake Inspection,632.0
3837,154,2021-09-04,Engine Tune-up,527.0
3838,301,2023-05-05,Engine Tune-up,595.0
3839,1153,2023-10-29,Tire Rotation,585.0
3840,543,2022-11-11,Engine Tune-up,292.0
3841,400,2021-10-13,Oil Change,877.0
3842,628,2022-08-25,Brake Inspection,351.0
3843,1395,2021-11-03,Oil Change,313.0
3844,1568,2023-01-15,Brake Inspection,1122.0
3845,864,2023-03-13,Tire Rotation,1253.0
3846,483,2021-10-19,Tire Rotation,326.0
3847,496,2022-10-31,Brake Inspection,1062.0
3848,375,2022-07-16,Oil Change,191.0
3849,592,2021-11-19,Brake Inspection,78.0
3850,1141,2023-02-14,Oil Change,1217.0
3851,1482,2023-01-02,Oil Change,1492.0
3852,1056,2021-06-15,Brake Inspection,506.0
3853,1782,2021-04-25,Brake Inspection,1176.0
3854,424,2023-03-01,Oil Change,483.0
3855,285,2022-05-31,Tire Rotation,540.0
3856,489,2023-08-18,Tire Rotation,67.0
3857,755,2021-08-19,Oil Change,1049.0
3858,704,2022-05-08,Engine Tune-up,1118.0
3859,481,2023-02-20,Oil Change,609.0
3860,278,2023-06-01,Engine Tune-up,1312.0
3861,613,2023-10-30,Brake Inspection,665.0
3862,237,2022-06-10,Oil Change,1393.0
3863,391,2021-03-01,Brake Inspection,152.0
3864,1821,2022-06-20,Tire Rotation,565.0
3865,764,2022-09-12,Brake Inspection,616.0
3866,200,2022-07-12,Engine Tune-up,496.0
3867,1511,2022-10-16,Tire Rotation,497.0
3868,1901,2022-01-08,Brake Inspection,1336.0
3869,1101,2021-03-03,Tire Rotation,1204.0
3870,1243,2021-11-30,Oil Change,843.0
3871,1606,2021-08-07,Tire Rotation,1423.0
3872,1741,2023-05-21,Tire Rotation,1121.0
3873,315,2023-02-14,Oil Change,1320.0
3874,345,2021-06-03,Oil Change,810.0
3875,975,2021-06-29,Engine Tune-up,442.0
3876,537,2022-11-17,Brake Inspection,583.0
3877,336,2023-11-17,Engine Tune-up,1368.0
3878,1497,2021-04-03,Engine Tune-up,79.0
3879,900,2021-02-23,Oil Change,1140.0
3880,256,2023-07-08,Engine Tune-up,1062.0
3881,885,2023-12-24,Tire Rotation,576.0
3882,816,2021-05-05,Tire Rotation,302.0
3883,1289,2021-12-26,Brake Inspection,1423.0
3884,771,2022-10-24,Oil Change,79.0
3885,1388,2023-04-17,Tire Rotation,1398.0
3886,138,2022-11-06,Brake Inspection,145.0
3887,1669,2021-03-31,Engine Tune-up,882.0
3888,1469,2024-02-09,Engine Tune-up,787.0
3889,1141,2023-05-04,Oil Change,1479.0
3890,1390,2022-05-20,Brake Inspection,1311.0
3891,796,2021-09-01,Brake Inspection,852.0
3892,800,2022-06-11,Engine Tune-up,1342.0
3893,1700,2022-11-19,Tire Rotation,817.0
3894,1467,2022-12-21,Engine Tune-up,418.0
3895,816,2022-10-11,Brake Inspection,181.0
3896,544,2021-10-20,Engine Tune-up,540.0
3897,291,2023-05-01,Oil Change,1085.0
3898,1289,2022-02-16,Engine Tune-up,644.0
3899,1719,2021-11-22,Tire Rotation,236.0
3900,704,2021-04-13,Brake Inspection,1395.0
3901,113,2021-10-31,Brake Inspection,1141.0
3902,1890,2023-12-28,Tire Rotation,1487.0
3903,191,2023-11-26,Oil Change,583.0
3904,1351,2022-09-04,Tire Rotation,383.0
3905,900,2023-11-23,Oil Change,1281.0
3906,838,2022-02-06,Engine Tune-up,527.0
3907,1303,2021-09-28,Engine Tune-up,410.0
3908,806,2021-11-03,Engine Tune-up,1052.0
3909,659,2021-09-22,Engine Tune-up,179.0
3910,29,2023-05-07,Engine Tune-up,619.0
3911,659,2022-04-07,Engine Tune-up,1467.0
3912,407,2023-11-14,Tire Rotation,262.0
3913,481,2021-12-14,Tire Rotation,1054.0
3914,351,2022-05-25,Engine Tune-up,1165.0
3915,1773,2023-10-12,Engine Tune-up,1147.0
3916,667,2023-12-24,Engine Tune-up,1410.0
3917,532,2023-02-03,Engine Tune-up,197.0
3918,1394,2022-03-10,Engine Tune-up,1195.0
3919,641,2021-03-17,Brake Inspection,139.0
3920,1908,2022-06-28,Oil Change,1265.0
3921,1650,2023-07-10,Engine Tune-up,76.0
3922,581,2024-01-25,Oil Change,1473.0
3923,263,2022-09-23,Brake Inspection,210.0
3924,84,2024-02-11,Oil Change,1012.0
3925,859,2023-04-12,Oil Change,136.0
3926,1764,2022-10-22,Brake Inspection,952.0
3927,608,2021-05-21,Engine Tune-up,95.0
3928,1620,2022-07-07,Brake Inspection,1227.0
3929,100,2022-05-13,Engine Tune-up,1020.0
3930,578,2023-01-24,Oil Change,1155.0
3931,1088,2022-08-09,Oil Change,263.0
3932,1897,2021-08-09,Brake Inspection,524.0
3933,239,2023-08-17,Engine Tune-up,1483.0
3934,1356,2022-01-22,Tire Rotation,908.0
3935,1652,2022-07-08,Tire Rotation,1310.0
3936,35,2023-11-17,Brake Inspection,1433.0
3937,481,2022-08-06,Oil Change,678.0
3938,1533,2022-01-09,Tire Rotation,1400.0
3939,785,2023-12-12,Engine Tune-up,1031.0
3940,1727,2022-04-07,Engine Tune-up,1354.0
3941,1284,2021-03-27,Engine Tune-up,1421.0
3942,695,2022-01-15,Tire Rotation,807.0
3943,638,2022-03-10,Oil Change,317.0
3944,1229,2022-07-04,Tire Rotation,750.0
3945,1100,2021-06-10,Tire Rotation,1495.0
3946,944,2021-09-04,Tire Rotation,1458.0
3947,815,2022-06-15,Engine Tune-up,355.0
3948,654,2024-02-06,Brake Inspection,1435.0
3949,1841,2021-02-28,Oil Change,79.0
3950,90,2023-11-10,Brake Inspection,153.0
3951,927,2023-01-02,Tire Rotation,1465.0
3952,1263,2023-01-25,Oil Change,976.0
3953,588,2024-02-08,Engine Tune-up,910.0
3954,900,2023-10-24,Brake Inspection,1062.0
3955,1230,2022-11-19,Brake Inspection,1443.0
3956,63,2023-08-18,Tire Rotation,52.0
3957,1858,2022-02-09,Tire Rotation,919.0
3958,914,2023-01-06,Brake Inspection,1213.0
3959,1508,2021-06-22,Engine Tune-up,358.0
