CarID,Make,Model,Year,Mileage,VIN,EngineType,TransmissionType,FuelType
812,toyota,f430,2017,26832,2F4UREC2298PFSJ52,2-Cylinder,Automatic,Gasoline
813,mercedes-benz,maxima,2018,64444,S1JJF0LD929EEMKJ8,6-Cylinder,Manual,Gasoline
814,mercedes-benz,a5,2000,43404,7NDRACHH5AHHEMZK5,5-Cylinder,Automatic,Diesel
815,bentley,diamante,2009,182001,W0APWB3T9YJBHBLNY,10-Cylinder+,Automatic,Diesel
816,chevrolet,ram wagon 2500,1992,7144,KKCVZ33N8HRSC82A7,6-Cylinder,CVT,Gasoline
817,mazda,xc70,2019,32165,YY66H9K834H5AFXF9,8-Cylinder,CVT,Hybrid
818,fiat,s-class,2017,165237,2MVEYFZY5AZD112F4,3-Cylinder,Manual,Hybrid
819,chevrolet,1 series,2009,189606,WCDPKRV141ZES1A4A,4-Cylinder,Automatic,Gasoline
820,dodge,x5 m,1999,169117,TURA5YE084PX6R4S3,5-Cylinder,CVT,Gasoline
821,chevrolet,amigo,2004,48908,U32G8RUS1T37AU65W,10-Cylinder+,Automatic,Electric
822,gmc,mazda3,2001,157934,P4SGC0EH8Z3114L22,5-Cylinder,Manual,Electric
823,dodge,g,2005,134510,USLHAJHD5JCYH88EE,8-Cylinder,Automatic,Gasoline
824,toyota,lumina,1999,195182,L4SJKVJFX2CA1UAYL,5-Cylinder,CVT,Electric
825,chrysler,ranger super cab,2008,42941,2Z3HT1D093NJZHECB,5-Cylinder,Manual,Hybrid
826,audi,endeavor,1999,84820,3ZZ01WA919STTB9LT,10-Cylinder+,Automatic,Diesel
827,gmc,mpv,1998,163027,A84ATTLS5YXE71LVA,5-Cylinder,Manual,Diesel
828,mercedes-benz,matrix,2019,26716,WMRD4RRU4L7RZ11S0,2-Cylinder,Automatic,Electric
829,ford,90,2013,51835,3D9CNWWR5YMHM4F6B,5-Cylinder,Manual,Electric
830,hummer,convertible,1993,34837,B37AHZP289DJ4GNNJ,10-Cylinder+,CVT,Diesel
831,nissan,f350 crew cab,2002,122420,7V8DBH7X5PR3G977N,4-Cylinder,Manual,Electric
832,dodge,sierra 2500 regular cab,2020,51746,GRERC2F757PECCM0G,2-Cylinder,CVT,Diesel
833,volkswagen,3500 mega cab,2017,128543,3TT33SB7XSFLSYJXC,5-Cylinder,Manual,Diesel
834,jeep,1500 regular cab,1995,181793,2H4F31N1827V0HBDU,6-Cylinder,CVT,Gasoline
835,chevrolet,thunderbird,2008,54489,JHHC1Z5S3SY9424UB,5-Cylinder,CVT,Electric
836,hyundai,gs,2019,142751,H1RB19VJ3HL8XWXHG,4-Cylinder,Manual,Gasoline
837,gmc,ram 1500 regular cab,2020,51821,NNYKZHFX905GZ8BX3,3-Cylinder,Manual,Hybrid
838,audi,s10 regular cab,2000,184538,HMR65NYX4KWHCZZBD,4-Cylinder,Automatic,Diesel
839,mercedes-benz,xj,2018,10194,472WGXVU4BFFJH8W9,4-Cylinder,Manual,Electric
840,nissan,safari cargo,2003,168651,60SV6WBZ8Y64NLYPG,6-Cylinder,Automatic,Hybrid
841,nissan,lesabre,2010,74234,XEZGAEGW6XX6LD1C8,10-Cylinder+,Automatic,Hybrid
842,toyota,prizm,1993,172,X540XBTM68MHP1KXS,4-Cylinder,Manual,Gasoline
843,volvo,titan crew cab,1998,40372,GP4J6C1E7EENKT3S4,4-Cylinder,CVT,Electric
844,bmw,aurora,2003,187210,949MN27Z3Z7Z7C08F,8-Cylinder,Automatic,Electric
845,ford,integra,1994,96907,TF9MJHY7X8NNAAUAD,4-Cylinder,Manual,Gasoline
846,gmc,express 3500 cargo,2013,90874,MLSK9GR2562Y8V2XP,2-Cylinder,Automatic,Hybrid
847,toyota,explorer sport trac,2000,115570,S9ZJT5BA8LBMXWHZ6,10-Cylinder+,Automatic,Diesel
848,mini,ilx,2011,86874,873S778Z6KDPPMLCF,4-Cylinder,CVT,Hybrid
849,bmw,echo,2019,163814,P4ZXZBMP3JLS71MAS,10-Cylinder+,Manual,Gasoline
850,bmw,mazda6,2013,130314,8GJJZM2C1CAF4M6GX,4-Cylinder,CVT,Diesel
851,bmw,ss,2013,158320,BLBAFD6F30U94WEBR,3-Cylinder,CVT,Diesel
852,mini,vantage,2013,2598,WDWLD9AF15HLVNG74,2-Cylinder,Automatic,Gasoline
853,chevrolet,astro passenger,2001,47058,5HXPMF6S4PBEWD1AC,6-Cylinder,Automatic,Diesel
854,mitsubishi,mdx,2000,81661,ZKBJ0ZVC8EP3NGBTD,10-Cylinder+,Manual,Hybrid
855,porsche,golf,2014,125523,65J7M12W34X4JG9LD,10-Cylinder+,Automatic,Electric
856,mitsubishi,k900,2016,124151,T5DGKE608AWE4T814,3-Cylinder,Manual,Diesel
857,hyundai,pilot,2007,102547,MZDUEACK7X3X4CST6,2-Cylinder,CVT,Hybrid
859,gmc,5 series,2018,170611,0DX5P1VR4VWCREB3M,2-Cylinder,Automatic,Hybrid
860,volvo,navigator,1999,166093,36A2XCKS0XKES6M3T,10-Cylinder+,CVT,Electric
861,mercedes-benz,celica,2012,98989,2ZL8BEYP1T71BASDA,10-Cylinder+,CVT,Electric
862,bmw,sierra 1500 hd crew cab,2018,11183,6XYKE1YG8799B5XWJ,10-Cylinder+,Manual,Gasoline
863,toyota,accent,2020,77224,RC379RFE0556M7XRH,3-Cylinder,Automatic,Electric
864,lexus,mercedes-amg s-class,2020,8675,SHZ21DCM43LXD8ACX,3-Cylinder,Manual,Gasoline
865,chevrolet,cx-9,2013,123137,654BZCRC1886KS07E,10-Cylinder+,CVT,Hybrid
866,lexus,tacoma access cab,2019,194650,NRR25BR49BVY7L08P,8-Cylinder,Automatic,Hybrid
867,mazda,lancer,2016,20141,K8E6KZ2Y0NF1ATDNB,4-Cylinder,CVT,Electric
868,acura,prius v,2012,26243,V4FN5B6TX2LFLF2WZ,4-Cylinder,Manual,Hybrid
869,cadillac,mr2,2017,30180,L33CHHLM95C1MC4N1,5-Cylinder,Manual,Electric
870,chrysler,xj,1997,190613,D6B5H9DT7A6YHX9UT,2-Cylinder,Automatic,Electric
871,chevrolet,econoline e350 cargo,2016,36227,3F0ZXVFS4CZSEKZMA,2-Cylinder,Manual,Diesel
872,mitsubishi,ram wagon 2500,1996,34079,EH6J6H2XXWGRUB4EU,10-Cylinder+,Automatic,Hybrid
873,kia,ram 3500 regular cab,2019,191475,43MP9GACXHGWMTTHB,6-Cylinder,Manual,Gasoline
874,chevrolet,tundra regular cab,2016,191149,58NCYW557CM69H6WP,2-Cylinder,CVT,Gasoline
875,volkswagen,gs,1995,84973,DY0ZD7VW2B6EVJMW5,8-Cylinder,CVT,Electric
876,mercedes-benz,daytona,1994,102862,8C772NTA54V2VNTL6,8-Cylinder,Manual,Hybrid
877,jeep,granturismo,1993,181785,JXMYZNCU0NH6LD0VZ,6-Cylinder,Automatic,Hybrid
878,toyota,sonata,2002,95512,D6L4VKCEXZNGWCX7U,6-Cylinder,Manual,Hybrid
879,jeep,monterey,1996,97951,BZ9HGB6G05TPF6E46,10-Cylinder+,CVT,Gasoline
880,ford,cla,2020,37518,NWMC7PU26WAWVUNU9,8-Cylinder,Automatic,Hybrid
881,ford,cruze,2015,48815,U3F3C1990D7CXDF5E,8-Cylinder,Automatic,Diesel
882,toyota,grand caravan passenger,1998,174756,8V35PBGH2U7S7P8LP,5-Cylinder,Manual,Hybrid
883,ford,silverado 2500 hd crew cab,2009,36399,BG3WZ3E6X7YMXXS9E,10-Cylinder+,Manual,Electric
884,audi,fusion energi,2005,195822,JPA0RE4BXHEUR03MA,10-Cylinder+,Manual,Diesel
885,ford,lancer,2016,131511,NPGBG74B68BPLN5V1,3-Cylinder,CVT,Electric
886,isuzu,x5,2009,84122,MFUAYTNS9MB8KNC8C,10-Cylinder+,Automatic,Diesel
887,chevrolet,prius,2010,92437,22GU8Y571T1PWWA8J,3-Cylinder,CVT,Electric
888,cadillac,sierra 2500 hd crew cab,2008,101675,V53UVKEJ85R0K27Y5,10-Cylinder+,CVT,Hybrid
889,infiniti,outback,2019,167189,G2KAHMB134ANC2RLG,5-Cylinder,Manual,Gasoline
890,mitsubishi,cobalt,2003,8846,2JAYJANK2X16K8HMC,2-Cylinder,CVT,Gasoline
891,chevrolet,sportvan g20,2009,41744,WPSH9X0Z67BA2NEGU,4-Cylinder,CVT,Diesel
892,jeep,c-max hybrid,2009,189446,CAGE7CPX27DAGMGT0,8-Cylinder,Manual,Hybrid
893,jaguar,outback,2002,2040,P6U38SX3X4SZHEDSE,8-Cylinder,Automatic,Hybrid
894,pontiac,golf,2013,66425,APC1D1657T6V8MYTW,10-Cylinder+,CVT,Hybrid
895,infiniti,escort,2016,44814,WSBCFA776Z2X1THVE,6-Cylinder,Manual,Electric
896,mitsubishi,cl-class,1993,159962,C0TMN3RE1HVAUJAFJ,6-Cylinder,CVT,Diesel
897,ford,h1,2008,181869,WW2616BY0L1DN83WC,2-Cylinder,Automatic,Gasoline
898,buick,savana 1500 cargo,2020,7875,A698JL890HEGHJC20,8-Cylinder,CVT,Hybrid
899,nissan,sc,2013,106047,8BZNJMSW9C81DBME8,3-Cylinder,Manual,Diesel
900,ferrari,celica,1994,51885,WXYCXL7538R0V87FV,8-Cylinder,Manual,Diesel
901,mercedes-benz,h1,2012,118982,T4FB0NA87P7L9LJZF,5-Cylinder,CVT,Hybrid
902,plymouth,firebird,2006,90871,T1Y1PX9R0SU48L5J1,5-Cylinder,Automatic,Gasoline
903,dodge,tiguan,2019,109783,SB0FRJKT2HTX0NZPH,4-Cylinder,CVT,Electric
904,dodge,mdx,1998,59781,NFC26S4K9XVV70GPD,3-Cylinder,Automatic,Electric
905,ford,e-tron,2012,161124,3K7TYR7W2K4H6TJN8,10-Cylinder+,CVT,Gasoline
906,hyundai,intrigue,2003,42401,XFLVP0VU88AL9LU3F,5-Cylinder,Automatic,Diesel
907,jeep,lx,2003,116584,REEZ2YNS5CV2YJYAN,8-Cylinder,Automatic,Diesel
908,ford,express 2500 passenger,2018,183779,X1ATLA8H6JYZF0K8X,6-Cylinder,Manual,Diesel
909,nissan,seville,2020,78855,P8TZ36MU6AJMB7PUT,10-Cylinder+,Automatic,Hybrid
910,volvo,malibu limited,2014,65612,2H2TDBHL722LT42EV,10-Cylinder+,Automatic,Gasoline
911,land rover,v70,2009,136736,APDYE06N836VJGUGJ,8-Cylinder,Automatic,Diesel
912,chrysler,silverado 1500 crew cab,1994,190919,MGXVFXXF8CTJEKM7J,8-Cylinder,Manual,Diesel
913,gmc,ram van 1500,1999,31448,6VAXDV2B0RBPNZZCT,3-Cylinder,CVT,Diesel
914,bmw,land cruiser,2009,66178,JZ1218RL1N8G49PGA,2-Cylinder,Manual,Diesel
915,lexus,outback,1996,6111,GKY2ZRYA0CP8B33CG,8-Cylinder,Automatic,Hybrid
916,subaru,villager,1997,53214,6MAP7D4Y2695E5AFP,3-Cylinder,Manual,Diesel
917,dodge,dbs,2002,189364,GC94E6JG3B7RTSN49,4-Cylinder,CVT,Hybrid
918,toyota,f350 super duty super cab,2002,145632,GJZKEA9F3US8A5MX3,4-Cylinder,Automatic,Hybrid
919,mercedes-benz,ram 3500 mega cab,2019,7685,SU8J3DYV0F89XCFBZ,5-Cylinder,Manual,Gasoline
920,gmc,sorento,1995,91666,7T2243NT2HDPJUCK2,3-Cylinder,Automatic,Diesel
921,suzuki,g-series 1500,1995,116629,GXDF05G1860YA0S2E,6-Cylinder,CVT,Gasoline
922,ford,f150 regular cab,1992,48501,NS9LT13H2421BH1Y1,4-Cylinder,CVT,Gasoline
923,hyundai,avalon,2011,80704,27T0DMF64HE75SJTP,4-Cylinder,Automatic,Electric
924,mercury,vanquish,2011,25531,6JT9JS1J6ZYANPABJ,8-Cylinder,Automatic,Hybrid
925,audi,eldorado,2015,130313,3X5RS6YZ0B12TZAUM,5-Cylinder,Automatic,Gasoline
926,volkswagen,ram 1500 quad cab,2014,128120,W6DKF4VB6BL9LE0JC,2-Cylinder,CVT,Diesel
927,chevrolet,f150 regular cab,2005,185979,4L7LG2UH08WVVMM9S,2-Cylinder,Manual,Diesel
928,geo,xd,2018,94573,Y6UN21K6X58VGPKFL,4-Cylinder,CVT,Gasoline
929,gmc,clk-class,2003,140274,8MGT3JHT10GUP2NRK,10-Cylinder+,Manual,Gasoline
930,bmw,compass,2015,132096,FPM6SYD15TGZZPCF6,6-Cylinder,Automatic,Gasoline
931,subaru,captiva sport,2018,89119,8JBR1D9X4ZR3EAB3M,4-Cylinder,Automatic,Diesel
932,honda,silverado 3500 hd double cab,2019,128354,6LAA55MW51ZJRBMPR,8-Cylinder,CVT,Electric
933,cadillac,civic type r,1992,137243,VV5JXU4U1BYE2874F,2-Cylinder,Manual,Gasoline
934,honda,tundra crewmax,1999,147618,ESWXAC169A6D8RU5R,2-Cylinder,Manual,Electric
935,nissan,regular cab,2009,21220,CRXHC3UZ2WFSKBJ5M,6-Cylinder,Manual,Electric
936,ford,celica,2015,122661,3X7YFKKN1GNFATWNM,6-Cylinder,CVT,Diesel
937,isuzu,regal sportback,2006,27066,SNXHAKX9358NYH2MV,8-Cylinder,Automatic,Electric
938,ferrari,sl,2007,172325,KU6DWT3E4HKH07K46,4-Cylinder,Automatic,Diesel
939,lotus,montero,2004,47315,7K0RTZLV2JZJEYHR2,10-Cylinder+,Manual,Electric
940,land rover,f250 super cab,2002,106063,KX5K8Y4CX7BB3ZH49,6-Cylinder,Automatic,Electric
941,gmc,land cruiser,2001,69943,ENSS9YE66UXSEPJAU,3-Cylinder,Manual,Hybrid
942,bmw,esteem,1997,98768,HTRW1CFC4N9DVK32C,5-Cylinder,Automatic,Gasoline
944,ford,f250 super duty regular cab,2009,18797,AL23FHMS27JK39JF4,2-Cylinder,CVT,Hybrid
945,nissan,villager,2006,95126,P90ZLXTK5BP9ZDEH0,2-Cylinder,Automatic,Electric
946,toyota,sentra,2005,64498,JNT542XT6H9HPLYD2,4-Cylinder,Manual,Diesel
947,toyota,sierra 2500 hd regular cab,2015,184783,BWPDUMSC8KFFHSTB8,10-Cylinder+,Manual,Electric
948,chevrolet,patriot,1997,40461,NP6GG01A0ZMLA7V0W,10-Cylinder+,CVT,Hybrid
949,chevrolet,cavalier,2000,191147,UJUDN2D77GBRSZB2X,3-Cylinder,Automatic,Gasoline
950,cadillac,azera,2017,173260,REVJHFZ97PX3DHTUR,10-Cylinder+,Manual,Electric
951,acura,beetle,2008,93391,WZYYUVMS0RYE6KNDF,5-Cylinder,Automatic,Diesel
952,volkswagen,nv200,2003,84426,7N9UE9GZ5H4JFZD4U,5-Cylinder,Automatic,Hybrid
954,cadillac,express 1500 passenger,2007,167619,KD0DWNRY2GHEPTPMB,4-Cylinder,Automatic,Diesel
955,aston martin,charger,1993,41689,9UVSMHYC7UCBFS85N,4-Cylinder,Manual,Diesel
956,eagle,mkx,2017,186908,LPL3C2E89RLYCAY35,2-Cylinder,CVT,Gasoline
957,ford,civic,2016,13366,463SHS7M70D4AGTD9,4-Cylinder,Manual,Diesel
958,acura,2500 crew cab,2003,121598,JH7LMZ3EXJTUP3X26,3-Cylinder,Manual,Diesel
959,toyota,passat,2015,15127,FRKFXLNG9KKBSFJD9,5-Cylinder,Manual,Gasoline
960,porsche,accord,2015,105921,PW7900DN231B145SN,4-Cylinder,Automatic,Diesel
961,audi,sierra 2500 hd extended cab,2017,151181,RDDJEM8K7C1E5FA0L,3-Cylinder,Automatic,Diesel
962,nissan,trax,2011,195987,TN0LCCMS2EH3EFLPU,2-Cylinder,Automatic,Electric
963,ford,ram van 2500,2013,139214,L7434WHR7AAZYD9UN,8-Cylinder,CVT,Hybrid
964,volvo,maxima,2006,164278,WLSWJ7320M4NM7KVH,10-Cylinder+,Automatic,Hybrid
965,hyundai,crown victoria,2009,46452,LC4G9Y755VGNZRNHK,8-Cylinder,Manual,Hybrid
966,toyota,sprinter worker cargo,2011,167062,68FCRB120GTXER1GR,6-Cylinder,Automatic,Electric
967,chevrolet,mr2,1999,172662,64WDE6BH258J5U9TN,2-Cylinder,Automatic,Gasoline
968,subaru,raider double cab,1996,111236,0ZFATX7GXJHSG5U02,6-Cylinder,Automatic,Gasoline
969,ford,ram wagon 3500,2018,36707,F0T2UCBV21YZEGX86,8-Cylinder,CVT,Electric
970,hyundai,compass,1997,59291,DUY5HXSG5HKNWEE86,5-Cylinder,Automatic,Diesel
971,chevrolet,e-golf,2015,115336,H8B3FNT38J145HW3F,10-Cylinder+,Automatic,Diesel
972,volkswagen,suburban,2004,197031,THXNDKS52EY0556PN,4-Cylinder,Automatic,Electric
973,suzuki,x6 m,2006,35122,6F95E9JW0YHMJTK6C,6-Cylinder,Manual,Diesel
974,mazda,transit connect cargo,1994,82433,KXT3VVT9XLVXGC694,10-Cylinder+,CVT,Electric
975,mazda,crossfire,1998,132200,HFTDDEXR6G13CD7H9,8-Cylinder,Manual,Hybrid
976,volkswagen,srx,2019,163310,9BLMAPYH8PJJ8M4AH,6-Cylinder,CVT,Gasoline
977,nissan,q7,2012,131198,HS2048FK28FCAJSKS,10-Cylinder+,Automatic,Hybrid
978,plymouth,gle coupe,2007,115268,9N0KYY884CSB06FXE,3-Cylinder,CVT,Hybrid
979,hyundai,570s,2018,119359,9MG6MX201TVPS3NBK,5-Cylinder,Manual,Diesel
980,oldsmobile,continental,1993,160606,JHPWZ0MGX7CR0TNCC,5-Cylinder,CVT,Hybrid
981,mercury,laser,2004,110056,ZB1VKP9E3KD7EM7KA,5-Cylinder,Manual,Diesel
982,bmw,a6,2011,86735,58VF7A2J8576YAPKC,3-Cylinder,Automatic,Hybrid
983,hyundai,express 2500 passenger,1995,189249,FD8A91JK7B208FEZN,4-Cylinder,CVT,Hybrid
984,kia,montero,2015,366,YK51DYP99XUGBB405,6-Cylinder,Automatic,Diesel
985,mercedes-benz,300 te,2019,36259,LKDBCYEHXS8PSP02A,8-Cylinder,CVT,Diesel
986,lincoln,gx,2006,81744,099L9CJ41AMLW3HRT,5-Cylinder,CVT,Electric
988,bentley,cx-9,2004,100352,1URRHTTW9R5ZVBCXH,8-Cylinder,CVT,Gasoline
989,oldsmobile,sierra 2500 crew cab,2001,54998,U18ZVWVP50KHRX2RV,6-Cylinder,CVT,Diesel
990,mercedes-benz,a4 allroad,2011,149150,2U3YYP2Y5FZ7PF8UP,2-Cylinder,Manual,Hybrid
991,lexus,sportage,2020,108764,USWG28UZ471MNH0M8,3-Cylinder,Manual,Hybrid
992,kia,leaf,2018,151757,MNCBK51Y3DKYP7XB1,5-Cylinder,Automatic,Electric
993,infiniti,gti,2008,77295,J53H0T010UFKL4ZDB,6-Cylinder,Automatic,Gasoline
994,volvo,suburban 1500,1995,108357,D5NR0VJ21KN9PCR6U,2-Cylinder,Manual,Gasoline
995,ford,town car,2009,135367,B90ZUBPU5RNDYBE1B,4-Cylinder,CVT,Diesel
996,gmc,savana 2500 cargo,1995,87053,FMPGJ0055EF8D5HH3,5-Cylinder,CVT,Hybrid
998,gmc,xc90,2011,187125,S8ZHRDDG8TBA20986,10-Cylinder+,Automatic,Diesel
999,oldsmobile,silverado 2500 hd regular cab,2002,112347,EFVL7PC93VTD3WMY4,5-Cylinder,Manual,Diesel
1000,hyundai,s-class,1998,49902,B4AV0YU77VVYHK7X0,10-Cylinder+,Manual,Gasoline
1001,ford,f350 super duty crew cab,2017,70957,6JNNN1B57H99TXGDK,10-Cylinder+,Automatic,Electric
1002,buick,ram 1500 regular cab,2014,153944,K072YF8729H2AG04S,2-Cylinder,Automatic,Gasoline
1003,toyota,c70,2015,126160,RXZZMKJN907AWL8JT,5-Cylinder,CVT,Hybrid
1004,toyota,v40,2013,30468,NUX96R9P9KHPCBBY4,2-Cylinder,Manual,Electric
1005,lexus,sunfire,2019,184289,K7C7G9W91WY7MN2SA,6-Cylinder,CVT,Diesel
1006,ram,flying spur,2015,38572,9FUGGAEE23RKHLCRZ,6-Cylinder,CVT,Gasoline
1007,mitsubishi,express 3500 passenger,2004,95999,UHE3RRU83ZDV2W225,6-Cylinder,Automatic,Gasoline
1008,chrysler,x4,2004,128002,H0K7ZS497LRS9KDUJ,10-Cylinder+,Automatic,Electric
1009,ford,highlander,1992,136910,F4HDEXXA4EXGDEEVW,5-Cylinder,Automatic,Hybrid
1010,ram,phantom,1992,116389,MZZX870K5U8GVZJM7,8-Cylinder,Manual,Gasoline
1011,mercedes-benz,m2,2015,109672,P9PMRRX366FY7Z0X1,2-Cylinder,Manual,Gasoline
1012,buick,srx,2015,46643,JESWP5ZD58Z2KXM1J,4-Cylinder,Manual,Hybrid
1013,nissan,silverado 3500 hd regular cab,2006,44340,FRYV1KHY7PZAYXH36,5-Cylinder,Manual,Diesel
1014,isuzu,new beetle,1994,26225,PUHHH1423G6ABBNLL,8-Cylinder,CVT,Electric
1015,toyota,eurovan,2020,16333,MFK87E1K29TN74SAH,8-Cylinder,Automatic,Diesel
1016,chevrolet,crossfire,2000,65071,SKFL5D33027SVYYW3,8-Cylinder,CVT,Electric
1017,mercedes-benz,s-type,2015,86038,WUDRSRH4XG6LZ2HU9,3-Cylinder,CVT,Hybrid
1018,acura,maxima,1997,77840,WUTJZZYPXDM62Y804,10-Cylinder+,CVT,Electric
1019,nissan,dakota quad cab,2018,90405,KGA9K4LR2GA7B6ZSL,5-Cylinder,CVT,Diesel
1020,mercury,ff,2017,146890,XE3J42ZN58E5URRME,2-Cylinder,Manual,Hybrid
1021,chevrolet,ram van 1500,2020,162624,ADYPVREFXDW5D8DM7,5-Cylinder,Automatic,Hybrid
1022,porsche,s60,1993,148729,29ER5DRH9DSKHCDDM,8-Cylinder,Manual,Electric
1023,volkswagen,astro cargo,2017,102121,7B872Z3P76ZUCS6AR,5-Cylinder,CVT,Diesel
1024,acura,esteem,2008,7639,G76A55412WRGTWG38,5-Cylinder,Manual,Gasoline
1025,dodge,sierra 2500 hd crew cab,1999,29174,LG0WPK8H9HLY1XD0R,8-Cylinder,Automatic,Electric
1026,mazda,expedition,2006,78073,KE4CPV0L6GXUPHX64,8-Cylinder,CVT,Gasoline
1027,lincoln,ram 2500 club cab,2000,1813,U7RNAFA075P0FNXXD,8-Cylinder,Automatic,Electric
1028,ford,ct,2002,6989,PD8HVMA73JWAFZYZR,2-Cylinder,CVT,Electric
1029,chevrolet,hardtop,1992,41070,BV2W69A8707R6M8PS,8-Cylinder,Manual,Electric
1030,hyundai,pt cruiser,1996,118704,0CNWADX56U1ENSSFU,4-Cylinder,CVT,Electric
1031,volkswagen,fortwo,2001,89018,PB2MNJGP3J6D4WE13,2-Cylinder,CVT,Electric
1032,land rover,500 sel,2004,154895,8GMLLP1P5KEB91UUZ,10-Cylinder+,Automatic,Diesel
1033,chevrolet,mx-5 miata,2016,63518,X69620619TSWZ395E,3-Cylinder,CVT,Electric
1034,nissan,xterra,1998,188116,JZD0RSRB1MDLKVVHM,10-Cylinder+,CVT,Diesel
1035,ford,soul,2004,86458,YPDAM22Y57YFS7PTV,10-Cylinder+,Automatic,Electric
1036,mercedes-benz,baja,2009,116110,2T7PV0F65BNC30W3V,3-Cylinder,CVT,Electric
1037,chevrolet,v90,2007,116857,7K80ANXX1SYW9F9M4,6-Cylinder,Automatic,Electric
1038,toyota,cube,1998,3892,PBNK05MW6XG8VNZRK,2-Cylinder,CVT,Electric
1039,chevrolet,ion,2006,56196,UXDP72B82EXTAZ14C,5-Cylinder,Automatic,Gasoline
1040,mercury,q,2007,42661,20353FM05MV4GJ0CF,3-Cylinder,CVT,Diesel
1041,lexus,sierra 1500 extended cab,2012,31136,4XNRGL6T1E9W65XPG,5-Cylinder,CVT,Electric
1042,mini,tacoma xtracab,2014,79115,BSW9SWEJ48NAZSMFK,8-Cylinder,CVT,Diesel
1043,dodge,cruze,2002,7259,31ZMA96N63J1UN41L,2-Cylinder,CVT,Gasoline
1044,gmc,q5,2003,107929,G479CXCT1T2WZ7FTH,4-Cylinder,Automatic,Diesel
1045,hyundai,canyon crew cab,1992,65527,JGGVPKB768ULHUXTL,2-Cylinder,Manual,Electric
1046,chevrolet,sq5,2011,84938,JPSMWAL63P0M8VGDJ,2-Cylinder,CVT,Gasoline
1047,acura,rally wagon 1500,2016,44445,JR2UYB4J9UEYR3EK4,3-Cylinder,Manual,Gasoline
1048,porsche,sprinter 2500 crew,2000,68202,3WCNHG8852P5SW1HD,3-Cylinder,Automatic,Electric
1049,ford,lumina passenger,2018,129394,5ERPVS7P06PE4RSSB,8-Cylinder,Manual,Diesel
1050,dodge,blazer,2018,155772,RYTVF0U47SNBDP7KT,2-Cylinder,CVT,Hybrid
1051,chevrolet,f150 super cab,1997,197832,3CT4WSN36CHBWYKDK,6-Cylinder,CVT,Gasoline
1052,mercedes-benz,s10 extended cab,2008,150702,DDXKFX3Y104DR8LYM,10-Cylinder+,CVT,Hybrid
1053,alfa romeo,1500 crew cab,2014,97701,JW0G1AHP1V0MRKZRU,4-Cylinder,Manual,Hybrid
1054,mercedes-benz,fusion,2006,171853,064PLNJZ5YCAWG2B2,4-Cylinder,Manual,Gasoline
1055,mercedes-benz,laser,2011,152245,WK8SAK5L5X75SNBZY,2-Cylinder,CVT,Hybrid
1056,gmc,corolla hybrid,1992,108162,P7B111ML6ZD9YVP2Z,10-Cylinder+,Manual,Hybrid
1057,nissan,silverado 1500 double cab,2006,73389,TW2Y1ZWB75TGR50BD,10-Cylinder+,Manual,Diesel
1058,ford,500,2007,147871,H6PHZLZJ9SG783ZKB,4-Cylinder,CVT,Diesel
1059,ford,s-class,2019,189599,NMBX80ZE7F7SRPS9T,8-Cylinder,CVT,Electric
1060,acura,silverado 1500 regular cab,2020,113238,3C4PJMW2859TCMUGL,10-Cylinder+,Manual,Gasoline
1061,chrysler,s-class,1992,121903,SJVCYD3M51CTLB544,5-Cylinder,CVT,Hybrid
1062,acura,ridgeline,2013,180877,MSAGMLTJ58G0DDLZZ,6-Cylinder,CVT,Hybrid
1063,dodge,1500 extended cab,1994,17707,URYC28ZP4RXSTN4C1,4-Cylinder,Automatic,Diesel
1064,audi,city express,2017,33387,3SYEF4NG4J61L4FDJ,3-Cylinder,CVT,Gasoline
1065,nissan,dakota quad cab,2013,192415,2S7PE0J1XL2874CEJ,6-Cylinder,CVT,Diesel
1066,maserati,sidekick,2016,7815,Y5TESHEZ3DKEYYKZ7,10-Cylinder+,Manual,Diesel
1067,audi,vibe,2002,74182,ZHB4WH18XXZX1BRP1,8-Cylinder,Manual,Gasoline
1068,ford,regal,2019,175750,16PAAU46823B53VTH,2-Cylinder,CVT,Diesel
1069,chevrolet,nubira,1995,52688,4AZ6THRH64760TZAF,10-Cylinder+,CVT,Hybrid
1070,mitsubishi,century,2010,177645,CPZN2SV42D9WPCKJU,4-Cylinder,Manual,Hybrid
1071,mercedes-benz,tundra access cab,1997,134454,75DALJYV1H1WX6AY9,5-Cylinder,CVT,Hybrid
1072,ford,gl-class,2005,119989,W7FAUV6404PLL4DWF,6-Cylinder,CVT,Hybrid
1073,toyota,164,2012,55668,HVR3XL543JV1RXF3E,5-Cylinder,Automatic,Hybrid
1074,toyota,convertible,2015,76981,DHTYHF0X9EZ8G1DDF,5-Cylinder,CVT,Diesel
1075,ford,gransport,2007,37718,93XHNDTC9C88LP4YE,8-Cylinder,Automatic,Diesel
1076,porsche,m,2002,72275,ARA4DG6P0Z5UNDZGF,8-Cylinder,Manual,Electric
1078,chevrolet,3000gt,2014,99612,4WJRZ9MF8K7N7MY9C,5-Cylinder,Manual,Electric
1079,mitsubishi,rx,2003,33747,RE7NS25E9MDKZL7WK,8-Cylinder,Automatic,Hybrid
1080,mazda,safari cargo,2004,12060,18S3SGYR5AX109SA7,5-Cylinder,CVT,Diesel
1081,geo,rdx,2011,134483,5MUJLGW121N6739AK,3-Cylinder,Manual,Gasoline
